DATATYPE	 3 Dimensional Data
XYZUNITS	 Nanometer;Nanometer;Emission
DECIMALSYMBOL	 ,
X/Y	250,0	255,0	260,0	265,0	270,0	275,0	280,0	285,0	290,0	295,0	300,0	305,0	310,0	315,0	320,0	325,0	330,0	335,0	340,0	345,0	350,0	355,0	360,0	365,0	370,0	375,0	380,0	385,0	390,0	395,0	400,0	405,0	410,0	415,0	420,0	425,0	430,0	435,0	440,0	445,0	450,0	455,0	460,0	465,0	470,0	475,0	480,0	485,0	490,0	495,0	500,0
250,0	1015,245	1015,245	90,273	3,259	2,367	1,765	1,373	0,939	0,972	0,750	0,693	0,406	0,469	0,353	0,387	0,387	0,313	0,244	0,155	0,327	0,436	0,692	0,721	0,713	0,579	0,382	0,221	0,140	0,003	0,033	-0,049	0,057	-0,044	-0,006	-0,035	0,031	0,002	0,016	-0,033	-0,038	0,004	0,293	0,481	0,329	0,075	0,066	0,141	0,725	21,633	107,477	202,751
251,0	1015,245	1015,245	150,766	3,339	2,288	1,780	1,384	1,007	0,833	0,652	0,498	0,503	0,514	0,430	0,296	0,296	0,301	0,264	0,221	0,300	0,407	0,598	0,742	0,717	0,568	0,364	0,202	0,137	0,017	0,001	0,025	0,001	-0,109	0,025	-0,010	-0,045	0,028	-0,068	-0,023	-0,041	0,019	0,188	0,403	0,422	0,114	0,113	0,108	0,593	16,832	94,499	197,633
252,0	1015,245	1015,245	409,563	4,119	2,615	1,817	1,491	1,023	0,761	0,668	0,664	0,611	0,426	0,390	0,274	0,313	0,300	0,236	0,203	0,264	0,425	0,694	0,671	0,713	0,677	0,288	0,182	0,132	0,035	-0,012	-0,030	-0,054	-0,130	-0,048	0,048	-0,078	-0,022	0,007	-0,051	-0,028	-0,097	0,109	0,409	0,359	0,207	0,094	0,081	0,202	5,321	57,142	176,603
253,0	1015,245	1015,245	859,294	4,639	2,809	2,007	1,509	1,097	0,892	0,710	0,644	0,490	0,533	0,418	0,321	0,258	0,284	0,180	0,175	0,313	0,552	0,660	0,707	0,810	0,550	0,295	0,284	0,148	-0,003	0,025	0,022	0,065	-0,033	-0,054	0,005	-0,017	-0,085	-0,038	-0,084	0,002	-0,101	0,032	0,354	0,503	0,303	0,158	0,095	0,229	1,513	32,006	139,621
254,0	1015,245	1015,245	1015,245	9,584	3,020	2,006	1,625	1,093	0,815	0,685	0,660	0,502	0,503	0,486	0,390	0,407	0,270	0,301	0,222	0,214	0,543	0,663	0,769	0,806	0,531	0,329	0,224	0,157	-0,020	0,009	-0,031	-0,044	-0,003	-0,065	-0,053	0,022	-0,072	0,046	-0,071	-0,051	-0,040	-0,055	0,227	0,451	0,570	0,165	0,102	0,227	0,274	11,206	90,797
255,0	874,607	1015,245	1015,245	36,222	3,329	2,085	1,869	1,378	0,843	0,704	0,686	0,541	0,379	0,424	0,396	0,370	0,289	0,214	0,134	0,208	0,346	0,719	0,784	0,787	0,422	0,353	0,269	0,195	-0,004	0,065	-0,059	-0,047	0,004	-0,049	-0,062	-0,036	-0,005	0,023	-0,024	-0,036	-0,088	-0,040	0,080	0,363	0,633	0,337	0,065	0,116	0,321	2,993	50,391
256,0	468,861	1015,245	1015,245	121,128	3,482	2,364	1,709	1,382	1,030	0,778	0,572	0,660	0,526	0,422	0,438	0,394	0,273	0,269	0,220	0,225	0,462	0,611	0,715	0,768	0,493	0,331	0,262	0,108	0,058	0,054	-0,029	-0,049	0,055	-0,007	-0,076	-0,035	-0,065	0,023	-0,024	0,005	-0,031	-0,051	0,015	0,260	0,637	0,570	0,139	0,207	0,223	0,789	23,255
257,0	192,396	1015,245	1015,245	352,450	3,668	2,524	1,648	1,467	1,025	0,848	0,597	0,552	0,443	0,453	0,411	0,305	0,256	0,242	0,213	0,194	0,556	0,696	0,824	0,751	0,613	0,264	0,223	0,091	0,081	-0,059	0,001	0,009	-0,058	0,005	-0,097	-0,003	0,009	-0,021	-0,030	-0,056	-0,013	0,067	0,009	0,271	0,452	0,698	0,334	0,167	0,198	0,344	7,431
258,0	64,047	1015,245	1015,245	822,857	4,522	2,615	1,986	1,534	1,101	0,912	0,537	0,458	0,550	0,468	0,405	0,261	0,248	0,269	0,271	0,253	0,525	0,674	0,809	0,731	0,581	0,306	0,169	0,076	0,027	0,014	-0,091	-0,032	-0,096	-0,045	-0,012	0,035	-0,028	0,000	-0,044	-0,015	-0,016	0,025	0,020	0,064	0,442	0,779	0,394	0,136	0,186	0,228	1,631
