DATATYPE	 3 Dimensional Data
XYZUNITS	 Nanometer;Nanometer;Emission
DECIMALSYMBOL	 ,
X/Y	250,0	252,0	254,0	256,0	258,0	260,0	262,0	264,0	266,0	268,0	270,0	272,0	274,0	276,0	278,0	280,0	282,0	284,0	286,0	288,0	290,0	292,0	294,0	296,0	298,0	300,0	302,0	304,0	306,0	308,0	310,0	312,0	314,0	316,0	318,0	320,0	322,0	324,0	326,0	328,0	330,0	332,0	334,0	336,0	338,0	340,0	342,0	344,0	346,0	348,0	350,0	352,0	354,0	356,0	358,0	360,0	362,0	364,0	366,0	368,0	370,0	372,0	374,0	376,0	378,0	380,0	382,0	384,0	386,0	388,0	390,0	392,0	394,0	396,0	398,0	400,0
250,0	1015,844	1015,844	1015,844	1015,844	400,745	54,348	3,854	2,255	2,296	2,062	1,549	1,579	1,436	1,412	1,240	1,151	0,891	0,908	0,744	0,802	0,737	0,647	0,720	0,655	0,721	0,647	0,573	0,596	0,544	0,527	0,378	0,509	0,498	0,429	0,368	0,387	0,478	0,380	0,338	0,433	0,383	0,334	0,387	0,306	0,352	0,367	0,266	0,389	0,396	0,467	0,511	0,625	0,607	0,678	0,700	0,794	0,820	0,685	0,754	0,603	0,584	0,574	0,479	0,390	0,397	0,359	0,340	0,228	0,290	0,164	0,122	0,095	0,161	0,152	0,099	0,076
251,0	1015,844	1015,844	1015,844	1015,844	546,767	94,275	7,632	2,632	2,008	1,949	1,784	1,697	1,471	1,319	1,180	1,008	1,018	0,946	0,767	0,786	0,777	0,651	0,594	0,791	0,608	0,625	0,564	0,458	0,572	0,528	0,508	0,460	0,529	0,428	0,483	0,464	0,492	0,406	0,407	0,447	0,408	0,449	0,396	0,274	0,279	0,325	0,245	0,304	0,432	0,434	0,529	0,642	0,756	0,692	0,889	0,776	0,812	0,711	0,765	0,716	0,573	0,608	0,461	0,358	0,324	0,376	0,338	0,227	0,236	0,150	0,174	0,199	0,189	0,047	0,053	0,146
252,0	1015,844	1015,844	1015,844	1015,844	951,746	251,618	27,985	2,992	2,277	1,916	1,662	1,555	1,632	1,321	1,226	1,211	0,985	0,936	0,906	0,745	0,678	0,696	0,655	0,591	0,609	0,659	0,590	0,588	0,485	0,446	0,467	0,479	0,491	0,576	0,449	0,562	0,427	0,394	0,423	0,401	0,396	0,424	0,352	0,325	0,441	0,383	0,299	0,365	0,374	0,449	0,555	0,557	0,710	0,676	0,716	0,779	0,836	0,722	0,729	0,638	0,671	0,575	0,458	0,395	0,345	0,380	0,321	0,247	0,311	0,264	0,143	0,169	0,212	0,129	0,136	0,181
253,0	1015,844	1015,844	1015,844	1015,844	1015,844	521,174	82,385	6,182	2,575	2,166	1,743	1,689	1,496	1,690	1,263	1,263	0,972	0,897	0,869	0,743	0,688	0,727	0,619	0,571	0,626	0,606	0,422	0,655	0,516	0,516	0,492	0,396	0,458	0,555	0,378	0,517	0,310	0,348	0,396	0,391	0,434	0,446	0,333	0,375	0,352	0,340	0,255	0,351	0,389	0,413	0,551	0,611	0,653	0,763	0,726	0,701	0,739	0,607	0,762	0,630	0,538	0,450	0,405	0,375	0,319	0,295	0,280	0,237	0,230	0,218	0,168	0,233	0,181	0,182	0,129	0,115
254,0	1002,139	1015,844	1015,844	1015,844	1015,844	965,961	249,864	22,357	3,187	2,361	2,022	1,711	1,500	1,588	1,343	1,152	1,114	1,026	0,877	0,909	0,821	0,716	0,798	0,684	0,642	0,510	0,690	0,575	0,516	0,415	0,499	0,606	0,556	0,387	0,459	0,415	0,379	0,461	0,341	0,426	0,395	0,325	0,440	0,307	0,391	0,354	0,344	0,302	0,347	0,401	0,447	0,519	0,642	0,640	0,825	0,746	0,754	0,815	0,755	0,639	0,563	0,544	0,435	0,378	0,365	0,352	0,334	0,272	0,239	0,182	0,216	0,164	0,102	0,166	0,117	0,130
255,0	670,815	1015,844	1015,844	1015,844	1015,844	1015,844	577,505	86,693	6,044	2,866	2,284	1,891	1,694	1,628	1,220	1,363	1,169	1,108	0,999	0,884	0,689	0,759	0,677	0,611	0,650	0,802	0,665	0,577	0,531	0,489	0,519	0,561	0,543	0,497	0,496	0,492	0,493	0,348	0,468	0,404	0,386	0,413	0,399	0,351	0,292	0,279	0,322	0,311	0,381	0,447	0,660	0,604	0,629	0,736	0,779	0,813	0,715	0,801	0,651	0,650	0,542	0,538	0,446	0,470	0,364	0,392	0,232	0,214	0,324	0,215	0,211	0,205	0,153	0,197	0,153	0,191
256,0	346,233	1010,480	1015,844	1015,844	1015,844	1015,844	965,833	214,192	18,909	3,337	2,488	1,918	1,783	1,713	1,445	1,421	1,379	1,157	0,947	0,880	0,731	0,650	0,794	0,709	0,580	0,698	0,692	0,568	0,593	0,472	0,625	0,432	0,456	0,469	0,508	0,458	0,385	0,459	0,363	0,380	0,358	0,410	0,286	0,299	0,351	0,407	0,372	0,402	0,386	0,447	0,541	0,568	0,714	0,721	0,790	0,796	0,725	0,722	0,737	0,628	0,654	0,501	0,473	0,390	0,307	0,290	0,306	0,230	0,242	0,181	0,215	0,150	0,124	0,120	0,100	0,106
257,0	149,333	733,260	1015,844	1015,844	1015,844	1015,844	1015,844	533,800	69,376	6,173	2,848	2,296	1,787	1,550	1,580	1,491	1,298	1,190	1,070	0,905	0,938	0,799	0,698	0,778	0,599	0,575	0,686	0,578	0,549	0,621	0,459	0,573	0,430	0,446	0,463	0,351	0,413	0,328	0,416	0,359	0,365	0,367	0,329	0,394	0,293	0,270	0,286	0,352	0,342	0,431	0,526	0,614	0,630	0,768	0,726	0,825	0,716	0,780	0,773	0,622	0,556	0,510	0,444	0,393	0,309	0,351	0,361	0,330	0,211	0,226	0,239	0,230	0,146	0,184	0,082	0,199
258,0	50,580	358,942	1015,844	1015,844	1015,844	1015,844	1015,844	942,556	220,871	21,243	3,203	2,142	1,923	1,900	1,531	1,429	1,337	1,230	1,110	0,925	0,914	0,850	0,784	0,610	0,676	0,630	0,525	0,632	0,667	0,469	0,457	0,513	0,526	0,441	0,460	0,457	0,530	0,466	0,350	0,423	0,369	0,339	0,309	0,418	0,344	0,358	0,274	0,341	0,345	0,536	0,541	0,647	0,813	0,627	0,784	0,767	0,719	0,817	0,661	0,731	0,649	0,519	0,406	0,387	0,428	0,317	0,288	0,210	0,266	0,172	0,156	0,188	0,201	0,113	0,135	0,151
